id,pop,shop,brand,container,capacity,price,quantity
4974,168254,shop_6,adult-cola,glass,500ml,1.09,57800
4975,168254,shop_6,adult-cola,plastic,1.5lt,2.46,39605
4976,168254,shop_6,adult-cola,can,330ml,0.78,46522
4977,168254,shop_6,orange-power,plastic,1.5lt,2.01,33358
4978,168254,shop_6,orange-power,can,330ml,0.39,90102
4979,168254,shop_6,gazoza,glass,500ml,0.68,78413
4980,168254,shop_6,gazoza,can,330ml,0.41,67679
4981,168254,shop_6,lemon-boost,glass,500ml,0.88,56321
4982,168254,shop_6,lemon-boost,plastic,1.5lt,1.32,47237
4983,168254,shop_6,lemon-boost,can,330ml,0.48,70247
4984,351702,shop_4,kinder-cola,glass,500ml,1.27,22768
4985,351702,shop_4,kinder-cola,plastic,1.5lt,3.16,16941
4986,351702,shop_4,kinder-cola,can,330ml,0.8,25242
4987,351702,shop_4,adult-cola,glass,500ml,1.22,39931
4988,351702,shop_4,adult-cola,plastic,1.5lt,1.65,38920
4989,351702,shop_4,adult-cola,can,330ml,0.6,51057
4990,351702,shop_4,orange-power,glass,500ml,0.94,42850
4991,351702,shop_4,orange-power,plastic,1.5lt,2.1,32117
4992,351702,shop_4,orange-power,can,330ml,0.41,69958
4993,351702,shop_4,gazoza,glass,500ml,0.72,55121
4994,351702,shop_4,gazoza,plastic,1.5lt,1.11,46946
4995,351702,shop_4,gazoza,can,330ml,0.31,93404
4996,351702,shop_4,lemon-boost,glass,500ml,0.84,44735
4997,351702,shop_4,lemon-boost,can,330ml,0.52,37026
4998,665102,shop_3,kinder-cola,plastic,1.5lt,3.84,8111
4999,665102,shop_3,kinder-cola,can,330ml,0.9,15108
5000,665102,shop_3,adult-cola,glass,500ml,1.16,21187
5001,665102,shop_3,adult-cola,plastic,1.5lt,3.27,12520
5002,665102,shop_3,adult-cola,can,330ml,0.82,20581
5003,665102,shop_3,orange-power,glass,500ml,1.15,13428
5004,665102,shop_3,orange-power,plastic,1.5lt,1.97,17791
5005,665102,shop_3,orange-power,can,330ml,0.6,22982
5006,665102,shop_3,gazoza,glass,500ml,0.68,32827
5007,665102,shop_3,gazoza,plastic,1.5lt,1.27,20581
5008,665102,shop_3,lemon-boost,glass,500ml,1.05,20688
5009,665102,shop_3,lemon-boost,plastic,1.5lt,2.65,11451
5010,665102,shop_3,lemon-boost,can,330ml,0.46,27745
5011,142030,shop_5,kinder-cola,glass,500ml,0.99,19513
5012,142030,shop_5,kinder-cola,plastic,1.5lt,4.42,7130
5013,142030,shop_5,kinder-cola,can,330ml,0.53,28736
5014,142030,shop_5,adult-cola,glass,500ml,1.56,13444
5015,142030,shop_5,adult-cola,plastic,1.5lt,2.07,22968
5016,142030,shop_5,adult-cola,can,330ml,0.79,26356
5017,142030,shop_5,orange-power,glass,500ml,0.93,37528
5018,142030,shop_5,orange-power,plastic,1.5lt,1.92,20821
5019,142030,shop_5,orange-power,can,330ml,0.47,44490
5020,142030,shop_5,gazoza,plastic,1.5lt,1.04,34385
5021,142030,shop_5,gazoza,can,330ml,0.34,47907
5022,142030,shop_5,lemon-boost,glass,500ml,1.16,16752
5023,142030,shop_5,lemon-boost,plastic,1.5lt,2.35,16640
5024,168254,shop_6,gazoza,plastic,1.5lt,1.26,47308
5025,665102,shop_1,gazoza,plastic,1.5lt,1.21,34073
5026,665102,shop_1,kinder-cola,glass,500ml,1.04,22607
5027,665102,shop_3,kinder-cola,glass,500ml,1.52,11792
5028,137302,shop_2,orange-power,glass,500ml,1.01,33811
5029,665102,shop_1,kinder-cola,plastic,1.5lt,3.61,12991
5030,665102,shop_3,gazoza,can,330ml,0.41,33849
5031,137302,shop_2,lemon-boost,glass,500ml,1.11,25080
5032,168254,shop_6,orange-power,glass,500ml,0.83,56566
5033,142030,shop_5,gazoza,glass,500ml,0.66,35507
5034,137302,shop_2,gazoza,can,330ml,0.39,46988
5035,665102,shop_1,gazoza,can,330ml,0.44,26403
5036,665102,shop_1,gazoza,glass,500ml,0.73,33082
5037,665102,shop_1,orange-power,can,330ml,0.53,43714
5038,142030,shop_5,lemon-boost,can,330ml,0.66,20528
5039,351702,shop_4,lemon-boost,plastic,1.5lt,1.94,31658
5040,665102,shop_1,kinder-cola,glass,500ml,1.46,10459
5041,665102,shop_1,kinder-cola,plastic,1.5lt,1.94,17348
5042,665102,shop_1,kinder-cola,can,330ml,1.06,9791
5043,665102,shop_1,adult-cola,can,330ml,0.53,39283
5044,665102,shop_1,orange-power,glass,500ml,0.65,64726
5045,665102,shop_1,orange-power,plastic,1.5lt,2.26,18027
5046,665102,shop_1,orange-power,can,330ml,0.37,56473
5047,665102,shop_1,gazoza,plastic,1.5lt,0.99,37287
5048,665102,shop_1,lemon-boost,glass,500ml,0.77,29209
5049,665102,shop_1,lemon-boost,plastic,1.5lt,2.42,14149
5050,665102,shop_1,lemon-boost,can,330ml,0.46,33593
5051,137302,shop_2,kinder-cola,plastic,1.5lt,1.92,18914
5052,137302,shop_2,kinder-cola,can,330ml,0.74,20596
5053,137302,shop_2,adult-cola,can,330ml,0.69,30759
5054,137302,shop_2,orange-power,plastic,1.5lt,1.25,33055
5055,137302,shop_2,orange-power,can,330ml,0.58,36248
5056,137302,shop_2,gazoza,glass,500ml,0.71,41129
5057,137302,shop_2,gazoza,plastic,1.5lt,1.05,39470
5058,137302,shop_2,lemon-boost,glass,500ml,1.06,22986
5059,137302,shop_2,lemon-boost,plastic,1.5lt,1.18,31890
5060,137302,shop_2,lemon-boost,can,330ml,0.58,25509
5061,168254,shop_6,kinder-cola,glass,500ml,1.22,28909
5062,168254,shop_6,kinder-cola,plastic,1.5lt,3.61,15738
5063,168254,shop_6,adult-cola,glass,500ml,0.91,54329
5064,168254,shop_6,adult-cola,plastic,1.5lt,1.82,40523
5065,168254,shop_6,adult-cola,can,330ml,0.64,54170
5066,168254,shop_6,orange-power,glass,500ml,0.88,61584
5067,168254,shop_6,orange-power,can,330ml,0.64,38830
5068,168254,shop_6,gazoza,plastic,1.5lt,1.25,43674
5069,168254,shop_6,gazoza,can,330ml,0.36,76293
5070,168254,shop_6,lemon-boost,glass,500ml,1.06,32493
5071,168254,shop_6,lemon-boost,plastic,1.5lt,1.86,34023
5072,351702,shop_4,kinder-cola,glass,500ml,1.26,21033
5073,351702,shop_4,kinder-cola,plastic,1.5lt,3.43,14054
5074,351702,shop_4,kinder-cola,can,330ml,0.84,19010
5075,351702,shop_4,adult-cola,glass,500ml,1.13,33900
5076,351702,shop_4,adult-cola,plastic,1.5lt,2.18,24663
5077,351702,shop_4,adult-cola,can,330ml,0.7,35875
5078,351702,shop_4,orange-power,glass,500ml,0.65,69389
5079,351702,shop_4,orange-power,plastic,1.5lt,1.91,27902
5080,351702,shop_4,orange-power,can,330ml,0.56,43180
5081,351702,shop_4,gazoza,glass,500ml,0.57,66326
5082,351702,shop_4,gazoza,plastic,1.5lt,1.09,38704
5083,351702,shop_4,lemon-boost,plastic,1.5lt,2.41,18371
5084,351702,shop_4,lemon-boost,can,330ml,0.57,28055
5085,665102,shop_3,kinder-cola,glass,500ml,1.31,12071
5086,665102,shop_3,kinder-cola,plastic,1.5lt,3.33,7129
5087,665102,shop_3,kinder-cola,can,330ml,0.77,15656
5088,665102,shop_3,adult-cola,glass,500ml,0.87,23515
5089,665102,shop_3,adult-cola,can,330ml,0.91,14780
5090,665102,shop_3,orange-power,glass,500ml,0.52,43405
5091,665102,shop_3,orange-power,plastic,1.5lt,2.02,16067
5092,665102,shop_3,orange-power,can,330ml,0.72,13951
5093,665102,shop_3,gazoza,glass,500ml,0.65,31278
5094,665102,shop_3,gazoza,plastic,1.5lt,0.75,32150
5095,665102,shop_3,gazoza,can,330ml,0.3,41418
5096,665102,shop_3,lemon-boost,glass,500ml,0.77,25107
5097,665102,shop_3,lemon-boost,plastic,1.5lt,1.88,15260
5098,665102,shop_3,lemon-boost,can,330ml,0.71,12789
5099,142030,shop_5,kinder-cola,glass,500ml,1.21,13543
5100,142030,shop_5,kinder-cola,plastic,1.5lt,2.11,14748
5101,142030,shop_5,adult-cola,glass,500ml,1.09,19116
5102,142030,shop_5,adult-cola,plastic,1.5lt,2.29,14347
5103,142030,shop_5,adult-cola,can,330ml,0.59,25452
5104,142030,shop_5,orange-power,plastic,1.5lt,1.94,19786
5105,142030,shop_5,orange-power,can,330ml,0.45,39091
5106,142030,shop_5,gazoza,glass,500ml,0.61,40575
5107,142030,shop_5,gazoza,plastic,1.5lt,1.23,23412
5108,142030,shop_5,lemon-boost,glass,500ml,0.99,19397
5109,142030,shop_5,lemon-boost,plastic,1.5lt,0.95,21540
5110,142030,shop_5,lemon-boost,can,330ml,0.82,10577
5111,168254,shop_6,kinder-cola,can,330ml,0.78,36340
5112,142030,shop_5,orange-power,glass,500ml,1.19,12695
5113,351702,shop_4,gazoza,can,330ml,0.37,50560
5114,137302,shop_2,adult-cola,glass,500ml,0.94,37116
5115,665102,shop_1,gazoza,glass,500ml,0.73,28585
5116,137302,shop_2,adult-cola,plastic,1.5lt,2.66,19256
5117,168254,shop_6,orange-power,plastic,1.5lt,1.76,34392
5118,142030,shop_5,gazoza,can,330ml,0.37,42031
5119,137302,shop_2,orange-power,glass,500ml,0.95,34786
5120,351702,shop_4,lemon-boost,glass,500ml,0.78,37051
5121,665102,shop_3,adult-cola,plastic,1.5lt,1.35,19752
5122,168254,shop_6,lemon-boost,can,330ml,0.64,31751
5123,665102,shop_1,adult-cola,glass,500ml,0.98,28646
5124,142030,shop_5,kinder-cola,can,330ml,0.9,12744
5125,137302,shop_2,gazoza,can,330ml,0.38,44566
5126,665102,shop_1,adult-cola,plastic,1.5lt,2.54,16650
5127,665102,shop_1,gazoza,can,330ml,0.32,51329
5128,137302,shop_2,kinder-cola,glass,500ml,1.26,16850
5129,168254,shop_6,gazoza,glass,500ml,0.61,82527
5130,665102,shop_1,kinder-cola,glass,500ml,1.1,14904
5131,665102,shop_1,kinder-cola,plastic,1.5lt,2.49,11455
5132,665102,shop_1,kinder-cola,can,330ml,0.69,17310
5133,665102,shop_1,adult-cola,glass,500ml,1.18,20842
5134,665102,shop_1,adult-cola,can,330ml,0.73,23259
5135,665102,shop_1,orange-power,glass,500ml,0.91,25826
5136,665102,shop_1,orange-power,plastic,1.5lt,1.08,30711
5137,665102,shop_1,gazoza,plastic,1.5lt,0.99,28928
5138,665102,shop_1,gazoza,can,330ml,0.29,58962
5139,665102,shop_1,lemon-boost,glass,500ml,0.84,18027
5140,665102,shop_1,lemon-boost,plastic,1.5lt,1.6,16449
5141,665102,shop_1,lemon-boost,can,330ml,0.63,18104
5142,137302,shop_2,kinder-cola,glass,,1.2,16534
5143,137302,shop_2,kinder-cola,plastic,1.5lt,3.38,10918
5144,137302,shop_2,kinder-cola,can,330ml,0.81,20869
5145,137302,shop_2,adult-cola,glass,500ml,1.36,16760
5146,137302,shop_2,adult-cola,plastic,1.5lt,3.25,15448
5147,137302,shop_2,adult-cola,can,330ml,0.81,22299
5148,137302,shop_2,orange-power,glass,500ml,0.95,27594
5149,137302,shop_2,orange-power,can,330ml,0.58,27116
5150,137302,shop_2,gazoza,glass,500ml,0.63,40395
5151,137302,shop_2,gazoza,plastic,1.5lt,1.57,17259
5152,137302,shop_2,gazoza,can,330ml,0.39,33798
5153,137302,shop_2,lemon-boost,glass,500ml,0.88,28643
5154,137302,shop_2,lemon-boost,can,330ml,0.48,33083
5155,168254,shop_6,kinder-cola,glass,500ml,1.35,19562
5156,168254,shop_6,kinder-cola,plastic,1.5lt,3.23,14936
5157,168254,shop_6,kinder-cola,can,330ml,0.79,29321
5158,168254,shop_6,adult-cola,glass,500ml,1.36,20941
5159,168254,shop_6,adult-cola,plastic,1.5lt,2.69,24799
5160,168254,shop_6,orange-power,glass,500ml,0.97,32475
5161,168254,shop_6,orange-power,plastic,1.5lt,1.9,32803
5162,168254,shop_6,orange-power,can,330ml,0.52,52796
5163,168254,shop_6,gazoza,glass,500ml,0.73,41245
5164,168254,shop_6,gazoza,plastic,1.5lt,1.05,42016
5165,168254,shop_6,gazoza,can,330ml,0.43,42251
5166,168254,shop_6,lemon-boost,glass,500ml,0.99,26830
5167,168254,shop_6,lemon-boost,plastic,1.5lt,2.45,15100
5168,168254,shop_6,lemon-boost,can,330ml,0.59,30195
5169,351702,shop_4,kinder-cola,glass,500ml,1.22,18416
5170,351702,shop_4,adult-cola,glass,500ml,1.15,26617
5171,351702,shop_4,adult-cola,plastic,1.5lt,1.32,31245
5172,351702,shop_4,adult-cola,can,330ml,0.64,37245
5173,351702,shop_4,orange-power,glass,500ml,0.66,64665
5174,351702,shop_4,orange-power,plastic,1.5lt,1.99,23636
5175,351702,shop_4,gazoza,glass,500ml,0.67,42318
5176,351702,shop_4,lemon-boost,glass,500ml,0.81,24478
5177,351702,shop_4,lemon-boost,can,330ml,0.52,33313
5178,665102,shop_3,kinder-cola,glass,500ml,0.72,15952
5179,665102,shop_3,kinder-cola,plastic,1.5lt,3.4,7114
5180,665102,shop_3,kinder-cola,can,330ml,0.96,8218
5181,665102,shop_3,adult-cola,plastic,1.5lt,2.22,15869
5182,665102,shop_3,orange-power,glass,500ml,1,17521
5183,665102,shop_3,orange-power,plastic,1.5lt,1.97,13659
5184,665102,shop_3,orange-power,can,330ml,0.56,18446
5185,665102,shop_3,gazoza,plastic,1.5lt,1.04,22514
5186,665102,shop_3,gazoza,can,330ml,0.27,40658
5187,665102,shop_3,lemon-boost,glass,500ml,0.91,17617
5188,665102,shop_3,lemon-boost,plastic,1.5lt,1.5,17749
5189,142030,shop_5,kinder-cola,glass,500ml,0.92,16596
5190,142030,shop_5,kinder-cola,plastic,1.5lt,3.65,6708
5191,142030,shop_5,kinder-cola,can,330ml,0.56,18961
5192,142030,shop_5,adult-cola,glass,500ml,1.08,19287
5193,142030,shop_5,adult-cola,plastic,1.5lt,3.78,5753
5194,142030,shop_5,adult-cola,can,330ml,0.68,22817
5195,142030,shop_5,orange-power,glass,500ml,0.96,18787
5196,142030,shop_5,gazoza,glass,500ml,0.77,20756
5197,142030,shop_5,gazoza,plastic,1.5lt,1.16,24008
5198,142030,shop_5,gazoza,can,330ml,0.37,27983
5199,142030,shop_5,lemon-boost,plastic,1.5lt,2.8,7908
5200,142030,shop_5,lemon-boost,can,330ml,0.44,28701
5201,665102,shop_1,gazoza,glass,500ml,0.65,44834
5202,665102,shop_1,adult-cola,plastic,1.5lt,3.21,10409
5203,665102,shop_1,orange-power,can,330ml,0.53,25164
5204,665102,shop_3,gazoza,glass,500ml,0.64,26152
5205,351702,shop_4,orange-power,can,330ml,0.62,25842
5206,351702,shop_4,gazoza,plastic,1.5lt,1.36,21745
5207,665102,shop_3,adult-cola,can,330ml,0.44,30204
5208,137302,shop_2,orange-power,plastic,1.5lt,1.48,27327
5209,137302,shop_2,lemon-boost,plastic,1.5lt,1.63,23901
5210,142030,shop_5,lemon-boost,glass,500ml,0.98,16116
5211,351702,shop_4,gazoza,can,330ml,0.33,54754
5212,665102,shop_3,lemon-boost,can,330ml,0.59,15676
5213,665102,shop_3,adult-cola,glass,500ml,0.75,24773
5214,351702,shop_4,lemon-boost,plastic,1.5lt,1.69,22814
5215,168254,shop_6,adult-cola,can,330ml,0.57,44505
5216,142030,shop_5,orange-power,can,330ml,0.52,31054
5217,351702,shop_4,kinder-cola,plastic,1.5lt,2.83,11697
5218,142030,shop_5,orange-power,plastic,1.5lt,2.09,13622
5219,351702,shop_4,kinder-cola,can,330ml,0.7,19219
5220,665102,shop_1,kinder-cola,glass,500ml,1.03,15656
5221,665102,shop_1,kinder-cola,plastic,,3.08,8877
5222,665102,shop_1,kinder-cola,can,330ml,0.75,13857
5223,665102,shop_1,adult-cola,glass,500ml,0.86,27985
5224,665102,shop_1,adult-cola,plastic,1.5lt,2.63,15976
5225,665102,shop_1,adult-cola,can,330ml,0.92,11685
5226,665102,shop_1,orange-power,glass,500ml,1.21,9227
5227,665102,shop_1,orange-power,plastic,1.5lt,1.52,21644
5228,665102,shop_1,orange-power,can,330ml,0.64,19039
5229,665102,shop_1,gazoza,glass,500ml,0.68,34431
5230,665102,shop_1,gazoza,plastic,1.5lt,0.91,29730
5231,665102,shop_1,gazoza,can,330ml,0.4,26161
5232,665102,shop_1,lemon-boost,glass,500ml,1.03,15785
5233,665102,shop_1,lemon-boost,plastic,1.5lt,1.85,14611
5234,665102,shop_1,lemon-boost,can,330ml,0.72,12992
5235,137302,shop_2,kinder-cola,glass,500ml,1.3,17249
5236,137302,shop_2,kinder-cola,plastic,1.5lt,3.4,9859
5237,137302,shop_2,kinder-cola,can,330ml,0.64,19130
5238,137302,shop_2,adult-cola,glass,500ml,1.32,18879
5239,137302,shop_2,adult-cola,plastic,1.5lt,2.92,14045
5240,137302,shop_2,adult-cola,can,330ml,0.71,24876
5241,137302,shop_2,orange-power,plastic,1.5lt,2.73,9454
5242,137302,shop_2,orange-power,can,330ml,0.35,47477
5243,137302,shop_2,gazoza,plastic,1.5lt,0.99,26884
5244,137302,shop_2,gazoza,can,330ml,0.41,32387
5245,137302,shop_2,lemon-boost,glass,500ml,0.97,19460
5246,137302,shop_2,lemon-boost,plastic,1.5lt,1.82,18249
5247,137302,shop_2,lemon-boost,can,330ml,0.58,24504
5248,168254,shop_6,kinder-cola,plastic,1.5lt,3.54,10775
5249,168254,shop_6,kinder-cola,can,330ml,0.78,22332
5250,168254,shop_6,adult-cola,glass,500ml,1.49,16984
5251,168254,shop_6,adult-cola,plastic,1.5lt,3.01,20834
5252,168254,shop_6,adult-cola,can,330ml,0.73,29874
5253,168254,shop_6,orange-power,glass,500ml,1.01,27602
5254,168254,shop_6,orange-power,plastic,1.5lt,0.84,50732
5255,168254,shop_6,orange-power,can,330ml,0.44,60156
5256,168254,shop_6,gazoza,glass,500ml,0.77,33721
5257,168254,shop_6,lemon-boost,glass,500ml,0.9,31282
5258,168254,shop_6,lemon-boost,plastic,1.5lt,2.74,13938
5259,351702,shop_4,kinder-cola,plastic,1.5lt,3.29,10722
5260,351702,shop_4,kinder-cola,can,330ml,0.63,23900
5261,351702,shop_4,adult-cola,glass,500ml,0.97,32267
5262,351702,shop_4,adult-cola,plastic,1.5lt,2.42,15660
5263,351702,shop_4,adult-cola,can,330ml,0.82,20431
5264,351702,shop_4,orange-power,glass,500ml,0.97,26665
5265,351702,shop_4,orange-power,plastic,1.5lt,2.24,14966
5266,351702,shop_4,gazoza,glass,500ml,0.65,43737
5267,351702,shop_4,gazoza,plastic,1.5lt,0.96,32281
5268,351702,shop_4,gazoza,can,330ml,0.34,49107
5269,351702,shop_4,lemon-boost,glass,500ml,0.9,27387
5270,351702,shop_4,lemon-boost,can,330ml,0.68,18263
5271,665102,shop_3,kinder-cola,glass,500ml,0.97,12416
5272,665102,shop_3,kinder-cola,plastic,1.5lt,1.6,10704
5273,665102,shop_3,kinder-cola,can,330ml,0.72,12199
5274,665102,shop_3,adult-cola,glass,500ml,1.26,13888
5275,665102,shop_3,adult-cola,plastic,1.5lt,3.59,7389
5276,665102,shop_3,adult-cola,can,330ml,0.54,25916
5277,665102,shop_3,orange-power,glass,500ml,0.41,36725
5278,665102,shop_3,orange-power,plastic,1.5lt,0.92,23358
5279,665102,shop_3,orange-power,can,330ml,0.31,37534
5280,665102,shop_3,gazoza,glass,500ml,0.65,30075
5281,665102,shop_3,gazoza,plastic,1.5lt,1,23597
5282,665102,shop_3,lemon-boost,glass,500ml,0.99,11741
5283,665102,shop_3,lemon-boost,plastic,1.5lt,1.45,10923
5284,665102,shop_3,lemon-boost,can,330ml,0.65,14068
5285,142030,shop_5,kinder-cola,glass,500ml,1.39,11191
5286,142030,shop_5,kinder-cola,plastic,1.5lt,3.87,6470
5287,142030,shop_5,adult-cola,glass,500ml,1.27,17622
5288,142030,shop_5,adult-cola,plastic,1.5lt,2.86,14106
5289,142030,shop_5,orange-power,glass,500ml,0.82,26686
5290,142030,shop_5,orange-power,plastic,1.5lt,2.28,11647
5291,142030,shop_5,orange-power,can,330ml,0.4,31628
5292,142030,shop_5,gazoza,glass,500ml,0.76,21317
5293,142030,shop_5,gazoza,plastic,1.5lt,1.21,17734
5294,142030,shop_5,lemon-boost,can,330ml,0.49,23143
5295,142030,shop_5,gazoza,can,330ml,0.32,43462
5296,142030,shop_5,adult-cola,can,330ml,0.77,17831
5297,142030,shop_5,kinder-cola,can,330ml,0.91,8629
5298,351702,shop_4,kinder-cola,glass,500ml,1.31,14341
5299,168254,shop_6,lemon-boost,can,330ml,0.42,40162
5300,168254,shop_6,gazoza,plastic,1.5lt,0.77,52204
5301,137302,shop_2,orange-power,glass,500ml,1,28926
5302,137302,shop_2,gazoza,glass,500ml,0.62,50738
5303,351702,shop_4,lemon-boost,plastic,1.5lt,1.79,17485
5304,168254,shop_6,kinder-cola,glass,500ml,1.62,11727
5305,168254,shop_6,gazoza,can,330ml,0.35,64768
5306,142030,shop_5,lemon-boost,glass,500ml,1.07,11853
5307,351702,shop_4,orange-power,can,330ml,0.38,50116
5308,665102,shop_3,gazoza,can,330ml,0.36,30383
5309,142030,shop_5,lemon-boost,plastic,1.5lt,2.04,13077
5310,665102,shop_1,kinder-cola,glass,500ml,0.81,22913
5311,665102,shop_1,kinder-cola,plastic,1.5lt,2.78,12388
5312,665102,shop_1,kinder-cola,can,330ml,0.49,25668
5313,665102,shop_1,adult-cola,glass,500ml,1.4,14816
5314,665102,shop_1,adult-cola,plastic,1.5lt,2.41,17187
5315,665102,shop_1,adult-cola,can,330ml,0.58,30629
5316,665102,shop_1,orange-power,glass,500ml,0.69,39549
5317,665102,shop_1,orange-power,plastic,1.5lt,2.2,14954
5318,665102,shop_1,orange-power,can,330ml,0.53,29629
5319,665102,shop_1,gazoza,glass,500ml,0.7,26274
5320,665102,shop_1,gazoza,plastic,1.5lt,0.72,39302
5321,665102,shop_1,gazoza,can,330ml,0.43,23059
5322,665102,shop_1,lemon-boost,glass,500ml,1.11,12610
5323,665102,shop_1,lemon-boost,can,330ml,0.52,26307
5324,137302,shop_2,kinder-cola,glass,500ml,1.42,15804
5325,137302,shop_2,kinder-cola,plastic,1.5lt,3.88,9687
5326,137302,shop_2,adult-cola,plastic,1.5lt,2.97,17908
5327,137302,shop_2,adult-cola,can,330ml,0.68,35949
5328,137302,shop_2,orange-power,glass,500ml,0.72,44173
5329,137302,shop_2,orange-power,plastic,1.5lt,2.37,17985
5330,137302,shop_2,gazoza,plastic,1.5lt,0.91,40584
5331,137302,shop_2,gazoza,can,330ml,0.37,52445
5332,137302,shop_2,lemon-boost,glass,500ml,1.02,20777
5333,137302,shop_2,lemon-boost,plastic,1.5lt,1.71,20969
5334,137302,shop_2,lemon-boost,can,330ml,0.52,37285
5335,168254,shop_6,kinder-cola,glass,500ml,1.18,28656
5336,168254,shop_6,kinder-cola,plastic,1.5lt,3.29,15956
5337,168254,shop_6,kinder-cola,can,330ml,0.73,28166
5338,168254,shop_6,adult-cola,glass,500ml,1.19,38414
5339,168254,shop_6,adult-cola,plastic,1.5lt,2.6,27602
5340,168254,shop_6,adult-cola,can,330ml,0.62,46797
5341,168254,shop_6,orange-power,glass,500ml,0.93,40519
5342,168254,shop_6,orange-power,plastic,1.5lt,2.24,26458
5343,168254,shop_6,orange-power,can,330ml,0.51,56342
5344,168254,shop_6,gazoza,plastic,1.5lt,1.05,46624
5345,168254,shop_6,gazoza,can,330ml,0.33,72802
5346,168254,shop_6,lemon-boost,plastic,1.5lt,2.71,15825
5347,168254,shop_6,lemon-boost,can,330ml,0.45,54182
5348,351702,shop_4,kinder-cola,glass,500ml,1.48,14735
5349,351702,shop_4,kinder-cola,plastic,1.5lt,3.15,13730
5350,351702,shop_4,kinder-cola,can,330ml,0.76,25439
5351,351702,shop_4,adult-cola,glass,500ml,0.9,39404
5352,351702,shop_4,adult-cola,plastic,1.5lt,3.08,13650
5353,351702,shop_4,adult-cola,can,330ml,0.66,37264
5354,351702,shop_4,orange-power,glass,500ml,0.83,41258
5355,351702,shop_4,orange-power,plastic,1.5lt,2.25,19011
5356,351702,shop_4,orange-power,can,330ml,0.47,54191
5357,351702,shop_4,gazoza,plastic,1.5lt,0.99,38688
5358,351702,shop_4,gazoza,can,330ml,0.37,54456
5359,351702,shop_4,lemon-boost,plastic,1.5lt,1.77,27639
5360,351702,shop_4,lemon-boost,can,330ml,0.44,45236
5361,665102,shop_3,kinder-cola,glass,500ml,0.81,13495
5362,665102,shop_3,kinder-cola,plastic,1.5lt,3.7,5877
5363,665102,shop_3,kinder-cola,can,330ml,0.96,8801
5364,665102,shop_3,adult-cola,can,330ml,0.5,27756
5365,665102,shop_3,orange-power,glass,500ml,0.8,29345
5366,665102,shop_3,orange-power,plastic,1.5lt,2.02,18953
5367,665102,shop_3,lemon-boost,glass,500ml,1.27,9393
5368,665102,shop_3,lemon-boost,plastic,1.5lt,2.42,9881
5369,142030,shop_5,kinder-cola,plastic,1.5lt,3.44,9388
5370,142030,shop_5,kinder-cola,can,330ml,0.85,16182
5371,142030,shop_5,adult-cola,glass,500ml,1.54,11448
5372,142030,shop_5,adult-cola,plastic,1.5lt,2.7,14098
5373,142030,shop_5,adult-cola,can,330ml,0.84,18299
5374,142030,shop_5,orange-power,glass,500ml,0.9,31858
5375,142030,shop_5,orange-power,plastic,1.5lt,2.08,14358
5376,142030,shop_5,orange-power,can,330ml,0.37,57391
5377,142030,shop_5,gazoza,glass,500ml,0.7,37362
5378,142030,shop_5,gazoza,plastic,1.5lt,1.39,17276
5379,142030,shop_5,gazoza,can,330ml,0.39,28383
5380,142030,shop_5,lemon-boost,glass,500ml,1.01,17379
5381,142030,shop_5,lemon-boost,can,330ml,0.43,33493
5382,137302,shop_2,gazoza,glass,500ml,0.78,28699
5383,665102,shop_3,gazoza,can,330ml,0.33,36827
5384,351702,shop_4,lemon-boost,glass,500ml,1.08,22479
5385,137302,shop_2,orange-power,can,330ml,0.56,35062
5386,137302,shop_2,kinder-cola,can,330ml,0.94,17324
5387,168254,shop_6,lemon-boost,glass,500ml,1.07,25165
5388,168254,shop_6,gazoza,glass,500ml,0.71,43373
5389,142030,shop_5,kinder-cola,glass,500ml,1.59,6941
5390,665102,shop_1,lemon-boost,plastic,1.5lt,2.75,8989
5391,665102,shop_3,lemon-boost,can,330ml,0.67,12472
5392,665102,shop_3,gazoza,glass,500ml,0.73,19415
5393,142030,shop_5,lemon-boost,plastic,1.5lt,1.39,20275
5394,665102,shop_3,orange-power,can,330ml,0.45,32680
5395,137302,shop_2,adult-cola,glass,500ml,1.14,26807
5396,665102,shop_3,gazoza,plastic,1.5lt,0.76,26527
5397,665102,shop_3,adult-cola,glass,500ml,0.65,21511
5398,351702,shop_4,gazoza,glass,500ml,0.73,38536
5399,665102,shop_3,adult-cola,plastic,1.5lt,2.66,11243
5400,665871,shop_1,kinder-cola,glass,500ml,1.26,11280
5401,665871,shop_1,kinder-cola,plastic,1.5lt,3.62,5725
5402,665871,shop_1,kinder-cola,can,330ml,0.71,15017
5403,665871,shop_1,adult-cola,glass,500ml,1.11,19982
5404,665871,shop_1,adult-cola,plastic,1.5lt,2.67,13135
5405,665871,shop_1,adult-cola,can,330ml,0.82,13420
5406,665871,shop_1,orange-power,plastic,1.5lt,2.31,9867
5407,665871,shop_1,orange-power,can,330ml,0.57,25759
5408,665871,shop_1,gazoza,glass,500ml,0.71,28763
5409,665871,shop_1,gazoza,plastic,1.5lt,1.14,22404
5410,665871,shop_1,lemon-boost,glass,500ml,0.95,15013
5411,665871,shop_1,lemon-boost,plastic,1.5lt,2.8,7676
5412,138200,shop_2,kinder-cola,plastic,1.5lt,3.12,10481
5413,138200,shop_2,kinder-cola,can,330ml,0.69,19397
5414,138200,shop_2,adult-cola,glass,500ml,1.19,19274
